barcode,product_name,category_input,group_name,enterprise,brand,sub_brand,category,flavor_1,flavor_2,flavor_3,process,certification,attribute_1,attribute_2,attribute_3,function_1,function_2,function_3,design_type,bundle_type,pack_type,pack_material,pack_quantity,pack_unit,spec,capacity,size,color,material,origin,grade,purity,target_user,scene,model
6902132085426,冷酸灵固齿护龈沁心薄荷牙膏180g,牙膏,日用洗护类,,冷酸灵,,牙膏,,,,,,沁心薄荷,,,固齿,护龈,,,,,,,,180g,,,,,,,,,,
6902226190968,黑妹天然野菊花牙膏210g,牙膏,日用洗护类,,黑妹,,牙膏,,,,,,天然,野菊花,,,,,,,,,,,210g,,,,,,,,,,
6902591031033,蓝天六必治多效护理酷爽冬青薄荷牙膏120g,牙膏,日用洗护类,,蓝天六必治,,牙膏,,,,,,多效护理,酷爽,冬青薄荷,,,,,,,,,,120g,,,,,,,,,,
6902591091211,蓝天呵呵宝贝天然防蛀苹果儿童牙膏48g,牙膏,日用洗护类,,蓝天呵呵宝贝,,牙膏,,,,,,天然,苹果,,防蛀,,,,,,,,,48g,,,,,,,,儿童,,
6902591091235,蓝天六必治草莓粒粒儿童牙膏48g,牙膏,日用洗护类,,蓝天六必治,,牙膏,,,,,,草莓粒粒,,,,,,,,,,,,48g,,,,,,,,儿童,,
6902591203041,蓝天六必治小苏打盐白牙膏清新海盐香型120g,牙膏,日用洗护类,,蓝天六必治,,牙膏,,,,,,小苏打,盐白,清新海盐香型,,,,,,,,,,120g,,,,,,,,,,
6902591207209,蓝天六必治清火护龈牙膏180g,牙膏,日用洗护类,,蓝天六必治,,牙膏,,,,,,清火,,,护龈,,,,,,,,,180g,,,,,,,,,,
6902591609171,蓝天呵呵宝贝天然健白儿童牙膏香香草莓50g,牙膏,日用洗护类,,蓝天呵呵宝贝,,牙膏,,,,,,天然,健白,香香草莓,,,,,,,,,,50g,,,,,,,,儿童,,
6902591609195,蓝天呵呵宝贝天然健白儿童牙膏香香柑橘50g,牙膏,日用洗护类,,蓝天呵呵宝贝,,牙膏,,,,,,天然,香香柑橘,,健白,,,,,,,,,50g,,,,,,,,儿童,,
6903148054215,佳洁士3D炫白双效牙膏清爽薄荷香型120g,牙膏,日用洗护类,,佳洁士,3D炫白,牙膏,,,,,,清爽薄荷香型,,,炫白,双效,,,,,,,,120g,,,,,,,,,,
6903148054369,佳洁士3D炫白茉莉茶爽牙膏茉莉茶香型120g,牙膏,日用洗护类,,佳洁士,3D炫白,牙膏,,,,,,茉莉茶香型,,,炫白,茶爽,,,,,,,,120g,,,,,,,,,,
6903148094365,佳洁士3D炫白双效去渍白牙膏180g,牙膏,日用洗护类,,佳洁士,3D炫白,牙膏,,,,,,双效,,,去渍,炫白,,,,,,,,180g,,,,,,,,,,
6903191303889,风采小苏打牙膏双重去口臭清新留兰180g,牙膏,日用洗护类,,风采,,牙膏,,,,,,小苏打,留兰,,双重去口臭,清新,,,,,,,,180g,,,,,,,,,,
6903191305807,风采小苏打牙膏清新亮白薄荷果味180g,牙膏,日用洗护类,,风采,,牙膏,,,,,,小苏打,薄荷,果味,清新,亮白,,,,,,,,180g,,,,,,,,,,
6903191305814,风采小苏打牙膏清焱祛火清新薄荷180g,牙膏,日用洗护类,,风采,,牙膏,,,,,,小苏打,清新薄荷,,清焱祛火,,,,,,,,,180g,,,,,,,,,,
6903624007001,狮王渍脱牙膏超亮白150g,牙膏,日用洗护类,,狮王,渍脱,牙膏,,,,,,超亮白,,,,,,,,,,,,150g,,,,,,,,,,
6903624901323,狮王葡萄柚小苏打元气美白牙膏120g,牙膏,日用洗护类,,狮王,,牙膏,,,,,,葡萄柚,小苏打,元气,美白,,,,,,,,,120g,,,,,,,,,,
6904717001531,芳草专业抗敏薄荷牙膏200g,牙膏,日用洗护类,,芳草,,牙膏,,,,,,抗敏,薄荷,,抗敏,,,,,,,,,200g,,,,,,,,,,
6908011918038,青蛙贝贝系列803护齿装儿童牙膏45g,牙膏,日用洗护类,,青蛙贝贝,系列803,牙膏,,,,,,护齿装,,,护齿,,,,,,,,,45g,,,,,,,,儿童,,
6910019014674,伢牙乐儿童营养牙膏草莓小天使40g,牙膏,日用洗护类,,伢牙乐,,牙膏,,,,,,草莓,小天使,,儿童营养,,,,,,,,,40g,,,,,,,,儿童,,
6910019017330,伢牙乐儿童营养牙膏香橙小斗士40g,牙膏,日用洗护类,,伢牙乐,,牙膏,,,,,,香橙,,,儿童营养,,,小斗士,,,,,,40g,,,,,,,,儿童,,
6910019019204,纳爱斯自然盐白牙膏120g,牙膏,日用洗护类,,纳爱斯,,牙膏,,,,,,自然盐白,,,,,,,,,,,,120g,,,,,,,,,,
6910019020514,纳爱斯健爽白专效清新牙膏激爽薄荷120g,牙膏,日用洗护类,,纳爱斯,健爽白,牙膏,,,,,,专效清新,激爽薄荷,,,,,,,,,,,120g,,,,,,,,,,
6910019020552,纳爱斯健爽白专效美白牙膏120g,牙膏,日用洗护类,,纳爱斯,健爽白,牙膏,,,,,,专效,,,美白,,,,,,,,,120g,,,,,,,,,,
6910019020583,纳爱斯健爽白专效美白牙膏男士,牙膏,日用洗护类,,纳爱斯,健爽白,牙膏,,,,,,专效,,,美白,,,,,,,,,,,,,,,,,男士,,
6910019025687,伢牙乐儿童营养牙膏草莓香型40g,牙膏,日用洗护类,,伢牙乐,,牙膏,,,,,,草莓香型,,,儿童营养,,,,,,,,,40g,,,,,,,,儿童,,
6920083701042,口益清小苏打超白牙膏180g,牙膏,日用洗护类,,口益清,,牙膏,,,,,,小苏打,超白,,,,,,,,,,,180g,,,,,,,,,,
6920354808388,高露洁3重冰爽薄荷牙膏180g,牙膏,日用洗护类,,高露洁,,牙膏,,,,,,3重冰爽薄荷,,,,,,,,,,,,180g,,,,,,,,,,
6924395501680,草方牙膏清火修复专效138g,牙膏,日用洗护类,,草方,,牙膏,,,,,,清火,修复,,清火,修复,,,,,,,,138g,,,,,,,,,,
6924431413151,YiDa益达木糖醇360°防蛀牙膏175g,牙膏,日用洗护类,,YiDa益达,,牙膏,,,,,,木糖醇,360°防蛀,,防蛀,,,,,,,,,175g,,,,,,,,,,
6924431413267,YiDa益达洁白酷白清爽牙膏200g,牙膏,日用洗护类,,YiDa益达,,牙膏,,,,,,洁白,酷白,清爽,,,,,,,,,,200g,,,,,,,,,,
6924431413328,YiDa益达超强薄荷牙膏175g,牙膏,日用洗护类,,YiDa益达,,牙膏,,,,,,超强薄荷,,,,,,,,,,,,175g,,,,,,,,,,
6924431415278,YiDa益达温和洁白小苏打卓效亮白牙膏180g,牙膏,日用洗护类,,YiDa益达,,牙膏,,,,,,温和,小苏打,,洁白,卓效亮白,,,,,,,,180g,,,,,,,,,,
6924431415285,YiDa益达洁白小苏打卓效清新祛口气牙膏180g,牙膏,日用洗护类,,YiDa益达,,牙膏,,,,,,洁白,小苏打,卓效清新,祛口气,,,,,,,,,180g,,,,,,,,,,
6924431491159,牙博士除渍增白牙膏220g,牙膏,日用洗护类,,牙博士,,牙膏,,,,,,除渍,增白,,,,,,,,,,,220g,,,,,,,,,,
6925461681596,牙医生超感双重薄荷牙膏200g,牙膏,日用洗护类,,牙医生,,牙膏,,,,,,超感,双重薄荷,,,,,,,,,,,200g,,,,,,,,,,
6926366122597,fe金典牙医薄荷冰橙香型生物牙膏90g,牙膏,日用洗护类,,fe金典牙医,,牙膏,,,,,,薄荷,冰橙香型,生物,,,,,,,,,,90g,,,,,,,,,,
6927310400396,蒲地蓝口腔健护+防蛀留兰牙膏98g,牙膏,日用洗护类,,蒲地蓝,,牙膏,,,,,,口腔健护,留兰,,防蛀,,,,,,,,,98g,,,,,,,,,,
6928471322220,舒客美白护龈牙膏210g*2,牙膏,日用洗护类,,舒客,,牙膏,,,,,,美白,护龈,,美白,护龈,,,,,,2,,210g,,,,,,,,,,
6928471322589,舒客牙膏益生菌清悦鲜果香120g,牙膏,日用洗护类,,舒客,,牙膏,,,,,,益生菌,鲜果香,,清悦,,,,,,,,,120g,,,,,,,,,,
6928471323265,舒客悠净清新益生菌牙膏莓莓冰茶120g,牙膏,日用洗护类,,舒客,悠净,牙膏,,,,,,清新,益生菌,莓莓冰茶,,,,,,,,,,120g,,,,,,,,,,
6928471323272,舒客海风沁薄益生菌牙膏120g,牙膏,日用洗护类,,舒客,海风沁薄,牙膏,,,,,,益生菌,,,,,,,,,,,,120g,,,,,,,,,,
6928471323340,舒客小苏打牙膏沁爽冰柠345g,牙膏,日用洗护类,,舒客,,牙膏,,,,,,小苏打,沁爽冰柠,,,,,,,,,,,345g,,,,,,,,,,
6928706642659,皓齿健儿童营养健齿牙膏草莓味120g,牙膏,日用洗护类,,皓齿健,,牙膏,,,,,,草莓味,营养健齿,,健齿,,,,,,,,,120g,,,,,,,,儿童,,
6928926002103,好来超白小苏打牙膏天然椰香薄荷香型190g,牙膏,日用洗护类,,好来,,牙膏,,,,,,超白,小苏打,天然椰香薄荷香型,,,,,,,,,,190g,,,,,,,,,,
6928926002110,好来超白小苏打牙膏140g,牙膏,日用洗护类,,好来,,牙膏,,,,,,超白,小苏打,,,,,,,,,,,140g,,,,,,,,,,
6928926003919,好来茶倍健初萃茶牙膏百香果味160g,牙膏,日用洗护类,,好来,茶倍健,牙膏,,,,,,初萃茶,百香果味,,,,,,,,,,,160g,,,,,,,,,,
6928926003926,好来茶倍速健初萃茶牙膏白桃味160g,牙膏,日用洗护类,,好来,茶倍速健,牙膏,,,,,,初萃茶,白桃味,,健,,,,,,,,,160g,,,,,,,,,,
6932088854203,润和堂小苏打酷爽清新牙膏酵素180g,牙膏,日用洗护类,,润和堂,,牙膏,,,,,,小苏打,酵素,,酷爽,清新,,,,,,,,180g,,,,,,,,,,
6932478712342,怡康清云南三七护龈固齿修护牙膏180g,牙膏,日用洗护类,,怡康清,,牙膏,,,,,,云南三七,,,护龈,固齿,修护,,,,,,,180g,,,,,,,,,,
6933179230081,纳美小苏打源生清新牙膏清爽薄荷120g,牙膏,日用洗护类,,纳美,,牙膏,,,,,,小苏打,清爽薄荷,,源生清新,,,,,,,,,120g,,,,,,,,,,
6933179230104,纳美小苏打源生护龈海盐清牙膏120g,牙膏,日用洗护类,,纳美,,牙膏,,,,,,小苏打,源生护龈,海盐清,护龈,清洁,,,,,,,,120g,,,,,,,,,,
6933179266066,纳美极简生活淡竹清新牙膏145g,牙膏,日用洗护类,,纳美,极简生活,牙膏,,,,,,淡竹清新,,,,,,,,,,,,145g,,,,,,,,,,
6934083400652,奥冰小苏打祛渍亮白双重薄荷牙膏180g*2,牙膏,日用洗护类,,奥冰,,牙膏,,,,,,小苏打,双重薄荷,,祛渍,亮白,,,,,,2,,180g,,,,,,,,,,
6934632780273,黄芩中药高级牙膏200g,牙膏,日用洗护类,,,,牙膏,,,,,,黄芩,中药,高级,,,,,,,,,,200g,,,,,,,,,,
6934864201409,黑妹小苏打牙膏溶菌酶净白180g,牙膏,日用洗护类,,黑妹,,牙膏,,,,,,小苏打,溶菌酶,,净白,,,,,,,,,180g,,,,,,,,,,
6934864201423,黑妹小苏打益口劲爽薄荷牙膏180g,牙膏,日用洗护类,,黑妹,,牙膏,,,,,,小苏打,益口劲爽,薄荷,,,,,,,,,,180g,,,,,,,,,,
6939291500453,三金西瓜霜经典护龈牙膏210g,牙膏,日用洗护类,,三金,西瓜霜,牙膏,,,,,,经典,,,护龈,,,,,,,,,210g,,,,,,,,,,
6939291530115,三金西瓜霜清焱清焱健齿牙膏180g,牙膏,日用洗护类,,三金,西瓜霜,牙膏,,,,,,清焱,清焱健齿,,清焱,健齿,,,,,,,,180g,,,,,,,,,,
6939291530313,三金西瓜霜清炎劲爽薄荷香型牙膏190g,牙膏,日用洗护类,,三金西瓜霜,,牙膏,,,,,,清炎劲爽,薄荷香型,,,,,,,,,,,190g,,,,,,,,,,
6940477401211,舒客宝贝儿童成长健齿牙膏草莓味40g,牙膏,日用洗护类,,舒客宝贝,,牙膏,,,,,,草莓味,,,儿童成长健齿,,,,,,,,,40g,,,,,,,,儿童,,
6940477401679,舒客维c营养牙膏120g,牙膏,日用洗护类,,舒客,,牙膏,,,,,,维c营养,,,,,,,,,,,,120g,,,,,,,,,,
6940477401686,舒客宝贝儿童成长牙膏草莓味60g,牙膏,日用洗护类,,舒客宝贝,,牙膏,,,,,,草莓味,,,儿童成长,,,,,,,,,60g,,,,,,,,儿童,,
6940477402003,舒客红花清火牙膏冬青薄荷香型120g,牙膏,日用洗护类,,舒客,,牙膏,,,,,,红花清火,冬青薄荷香型,,,,,,,,,,,120g,,,,,,,,,,
6940477410718,舒客亮齿白牙膏清爽薄荷210g,牙膏,日用洗护类,,舒客,,牙膏,,,,,,清爽薄荷,,,亮齿白,,,,,,,,,210g,,,,,,,,,,
6946624100518,亮齿达清热去火除菌美白小苏打牙膏180g,牙膏,日用洗护类,,亮齿达,,牙膏,,,,,,清热去火,除菌,小苏打,美白,,,,,,,,,180g,,,,,,,,,,
6952769401946,狮王医药小苏打脱牙渍亮白牙膏180g,牙膏,日用洗护类,,狮王医药,,牙膏,,,,,,小苏打,,,脱牙渍,亮白,,,,,,,,180g,,,,,,,,,,
6952769401953,白之选小苏去清热去火牙膏180g,牙膏,日用洗护类,,白之选,,牙膏,,,,,,小苏,,,清热去火,,,,,,,,,180g,,,,,,,,,,
6959475390908,好易康生物溶菌酶牙膏,牙膏,日用洗护类,,好易康,,牙膏,,,,,,生物溶菌酶,,,,,,,,,,,,,,,,,,,,,,
6970031820707,云南三七下火好牙膏180g+30g共计210g,牙膏,日用洗护类,,云南三七,,牙膏,,,,,,,,,下火,,,,,,,,,180g+30g共计210g,,,,,,,,,,
6970128543045,舒适达劲速护理牙膏新速效抗敏120g,牙膏,日用洗护类,,舒适达,劲速护理,牙膏,,,,,,新速效,,,抗敏,,,,,,,,,120g,,,,,,,,,,
6970128544349,舒适达多效护理抗敏感牙膏120g,牙膏,日用洗护类,,舒适达,多效护理,牙膏,,,,,,抗敏感,,,多效护理,,,,,,,,,120g,,,,,,,,,,
6970128544448,舒适达牙膏牙龈护理新120g,牙膏,日用洗护类,,舒适达,,牙膏,,,,,,牙龈护理,,,,,,,,,,,,120g,,,,,,,,,,
6970402900700,草珊瑚小苏打牙膏180g,牙膏,日用洗护类,,草珊瑚,,牙膏,,,,,,小苏打,,,,,,,,,,,,180g,,,,,,,,,,
6970569931524,舒易达小苏打清新口气牙膏180g,牙膏,日用洗护类,,舒易达,,牙膏,,,,,,小苏打,,,清新口气,,,,,,,,,180g,,,,,,,,,,
6970956060189,品健牙膏激爽薄荷145g,牙膏,日用洗护类,,品健,,牙膏,,,,,,激爽薄荷,,,,,,,,,,,,145g,,,,,,,,,,
6970988070279,上扬NVR小苏打牙膏180g,牙膏,日用洗护类,,上扬,,牙膏,,,,,,NVR,小苏打,,,,,,,,,,,180g,,,,,,,,,,
6970988070545,上扬NVR酵素亮白牙膏180g,牙膏,日用洗护类,,上扬,,牙膏,,,,,,NVR酵素,亮白,,,,,,,,,,,180g,,,,,,,,,,
6970993551183,顶可5%小苏打固齿珍白牙膏165g,牙膏,日用洗护类,,顶可,,牙膏,,,,,,5%小苏打,固齿,珍白,,,,,,,,,,165g,,,,,,,,,,
6971263470043,伯爵丰采小苏打去渍炫白牙膏180g,牙膏,日用洗护类,,伯爵,丰采,牙膏,,,,,,小苏打,炫白,,去渍,,,,,,,,,180g,,,,,,,,,,
6971495610170,怡口健小苏打清新口气牙膏168g,牙膏,日用洗护类,,怡口健,,牙膏,,,,,,小苏打,,,清新口气,,,,,,,,,168g,,,,,,,,,,
6972898190023,田七特效中药薄荷牙膏200g,牙膏,日用洗护类,,田七,,牙膏,,,,,,中药,薄荷,,特效,,,,,,,,,200g,,,,,,,,,,
6928926004961,好来双重薄荷海洋清新牙膏160g,牙膏,日用洗护类,,好来,,牙膏,,,,,,双重薄荷,海洋清新,,,,,,,,,,,160g,,,,,,,,,,
6901890803501,两面针清新薄荷抗敏牙膏200g,牙膏,日用洗护类,,两面针,,牙膏,,,,,,清新薄荷,,,抗敏,,,,,,,,,200g,,,,,,,,,,
6910019026356,伢牙乐儿童草莓牙膏140g,牙膏,日用洗护类,,伢牙乐,,牙膏,,,,,,草莓,,,,,,,,,,,,140g,,,,,,,,儿童,,
6916499310145,金日雪耳燕窝饮品70ml*8,牙膏,日用洗护类,,金日,,牙膏,,,,,,雪耳,燕窝,,饮品,,,,,,,8,ml,70ml,,,,,,,,,,
6933179233105,纳美小苏打酷爽荔枝牙膏170g,牙膏,日用洗护类,,纳美,,牙膏,,,,,,小苏打,酷爽荔枝,,,,,,,,,,,170g,,,,,,,,,,
6933179251062,纳美宝贝温和防蛀儿童牙膏60g,牙膏,日用洗护类,,纳美宝贝,,牙膏,,,,,,温和,,,防蛀,,,,,,,,,60g,,,,,,,,儿童,,
6933179239268,纳美竹盐护齿美白牙膏180g,牙膏,日用洗护类,,纳美,,牙膏,,,,,,竹盐,,,护齿,美白,,,,,,,,180g,,,,,,,,,,
6940477429437,舒客宝贝儿童按压式草莓酸奶啫喱牙膏150g,牙膏,日用洗护类,,舒客宝贝,,牙膏,,,,,,草莓酸奶,啫喱,,,,,按压式,,,,,,150g,,,,,,,,儿童,,
6970356164265,参半口腔鲨鱼星钻白牙膏绿野青提160g,牙膏,日用洗护类,,参半,口腔鲨鱼星钻,牙膏,,,,,,白,绿野青提,,,,,,,,,,,160g,,,,,,,,,,
6970356164296,参半口腔鲨鱼清新牙膏动感薄荷120g,牙膏,日用洗护类,,参半,口腔鲨鱼,牙膏,,,,,,动感薄荷,,,清新,,,,,,,,,120g,,,,,,,,,,
6970356164289,参半口腔鲨鱼洁白牙膏香域茉莉味120g,牙膏,日用洗护类,,参半,,牙膏,,,,,,口腔鲨鱼,香域茉莉味,,洁白,,,,,,,,,120g,,,,,,,,,,
6970988071436,蓝天六必治四季草本牙膏180g,牙膏,日用洗护类,,蓝天六必治,,牙膏,,,,,,四季草本,,,,,,,,,,,,180g,,,,,,,,,,
6939291581124,三金西瓜霜双重薄荷牙膏180g,牙膏,日用洗护类,,三金西瓜霜,,牙膏,,,,,,双重薄荷,,,,,,,,,,,,180g,,,,,,,,,,
6970356165910,参半儿童奥拉氟牙膏蜜桃味60g,牙膏,日用洗护类,,参半,,牙膏,,,,,,奥拉氟,蜜桃味,,,,,,,,,,,60g,,,,,,,,儿童,,
6970356165934,参半儿童防蛀牙膏蜜瓜味60g,牙膏,日用洗护类,,参半,,牙膏,,,,,,蜜瓜味,,,防蛀,,,,,,,,,60g,,,,,,,,儿童,,
6975242420098,鲸齿深导白益生菌牙膏梦幻玫瑰味180g,牙膏,日用洗护类,,鲸齿,,牙膏,,,,,,深导白,益生菌,梦幻玫瑰味,,,,,,,,,,180g,,,,,,,,,,
6975242420074,鲸齿海洋清新牙膏海洋薄荷180g,牙膏,日用洗护类,,鲸齿,,牙膏,,,,,,海洋清新,海洋薄荷,,,,,,,,,,,180g,,,,,,,,,,
6970988071580,上扬NVR酵素焕白牙膏冷萃柠檬泡感白120g,牙膏,日用洗护类,,上扬,NVR,牙膏,,,,冷萃,,酵素,柠檬泡感,,焕白,,,,,,,,,120g,,,,,,,,,,
6970988071603,上扬NVR清萃龙井益生元清新牙膏120g,牙膏,日用洗护类,,上扬,NVR清萃,牙膏,,,,,,龙井,益生元,清新,,,,,,,,,,120g,,,,,,,,,,
6975242420067,鲸齿双重薄荷香型海盐洁净牙膏180g,牙膏,日用洗护类,,鲸齿,,牙膏,,,,,,双重薄荷香型,海盐,,洁净,,,,,,,,,180g,,,,,,,,,,
6970988071498,蓝天六必治金色蓝天清火气牙膏180g,牙膏,日用洗护类,,蓝天六必治,金色蓝天,牙膏,,,,,,金色,,,清火气,,,,,,,,,180g,,,,,,,,,,
6970988071597,上扬NVR氨基酸焕白牙膏花润留兰泡感白系列120g,牙膏,日用洗护类,,上扬,花润留兰泡感白系列,牙膏,,,,,,NVR氨基酸,花润留兰,泡感,焕白,,,,,,,,,120g,,,,,,,,,,
6970988071481,蓝天六必治金色蓝天6重护理牙膏210g,牙膏,日用洗护类,,蓝天六必治,金色蓝天,牙膏,,,,,,6重护理,,,,,,,,,,,,210g,,,,,,,,,,
6975242420081,鲸齿氨基酸护龈牙膏沁馨留兰180g,牙膏,日用洗护类,,鲸齿,,牙膏,,,,,,氨基酸,沁馨留兰,,护龈,,,,,,,,,180g,,,,,,,,,,
6970356167341,参半口腔鲨鱼净清新牙膏玫瑰清茶味180g,牙膏,日用洗护类,,参半,口腔鲨鱼,牙膏,,,,,,玫瑰清茶味,,,净,清新,,,,,,,,180g,,,,,,,,,,
6908011919172,青蛙双重清凉薄荷牙膏210g,牙膏,日用洗护类,,青蛙,,牙膏,,,,,,双重清凉,薄荷,,,,,,,,,,,210g,,,,,,,,,,
6970356166795,雪山薄荷味,牙膏,日用洗护类,,,,牙膏,,,,,,雪山,薄荷味,,,,,,,,,,,,,,,,,,,,,
6970356166832,参半羟基磷灰石牙膏满陇桂雨味100g,牙膏,日用洗护类,,参半,,牙膏,,,,,,羟基磷灰石,满陇桂雨味,,,,,,,,,,,100g,,,,,,,,,,
6970356166979,参半口气清新护理3+2牙膏420g,牙膏,日用洗护类,,参半,,牙膏,,,,,,口气清新护理,3+2,,口气清新,,,,,,,,,420g,,,,,,,,,,
6970356167334,参半口腔鲨鱼科研白牙膏高山茉莉味180g,牙膏,日用洗护类,,参半,口腔鲨鱼科研白,牙膏,,,,,,高山茉莉味,,,,,,,,,,,,180g,,,,,,,,,,
6970402902308,草珊瑚专研清口气牙膏230g,牙膏,日用洗护类,,草珊瑚,专研,牙膏,,,,,,清口气,,,,,,,,,,,,230g,,,,,,,,,,
6970988071467,蓝天六必治金色蓝天抗过敏牙膏210g,牙膏,日用洗护类,,蓝天六必治,金色蓝天,牙膏,,,,,,金色,,,抗过敏,,,,,,,,,210g,,,,,,,,,,
6970988071504,蓝天六必治金色蓝天绿茶牙膏180g,牙膏,日用洗护类,,蓝天六必治,金色蓝天,牙膏,,,,,,绿茶,,,,,,,,,,,,180g,,,,,,,,,,
6972682694263,BOP波普专研活性抗菌肽牙膏多效护理120g,牙膏,日用洗护类,,BOP,波普专研,牙膏,,,,,,活性抗菌肽,,,多效护理,抗菌,,,,,,,,120g,,,,,,,,,,
6972682694287,BOP波普专研活性抗菌肽去渍亮白牙膏120g,牙膏,日用洗护类,,BOP波普,专研,牙膏,,,,,,活性抗菌肽,,,去渍,亮白,,,,,,,,120g,,,,,,,,,,
6901070613258,云南白药劲爽薄荷香型牙膏225g,牙膏,日用洗护类,,云南白药,,牙膏,,,,,,劲爽薄荷香型,,,,,,,,,,,,225g,,,,,,,,,,
6959475398645,好易康护龈超值套装牙膏100g*2,牙膏,日用洗护类,,好易康,,牙膏,,,,,,护龈,,,护龈,,,,超值套装,,,2,,100g,,,,,,,,,,
6970356167846,参半尤加利香味酶植清牙膏180g,牙膏,日用洗护类,,参半,,牙膏,,,,,,尤加利香味,酶植清,,,,,,,,,,,180g,,,,,,,,,,
6970356167853,参半生物溶菌酶可护牙膏160g,牙膏,日用洗护类,,参半,,牙膏,,,,,,生物溶菌酶,,,可护,,,,,,,,,160g,,,,,,,,,,
6970784947331,益优清云南艾草怕上火三七薄荷香型牙膏180g,牙膏,日用洗护类,,益优清,,牙膏,,,,,,云南艾草,三七,薄荷香型,怕上火,,,,,,,,,180g,,,,,,,,,,
6972682694270,BOP波普专研活性抗菌肽抗菌斑牙结石牙膏120g,牙膏,日用洗护类,,BOP,波普专研,牙膏,,,,,,活性抗菌肽,,,抗菌斑,牙结石,,,,,,,,120g,,,,,,,,,,
6974654591495,波斯蓝盐牙膏超值1+1祛渍美白160g+高山茶爽140g共计300g,牙膏,日用洗护类,,波斯蓝盐,,牙膏,,,,,,高山茶爽,,,祛渍,美白,,,超值1+1,,,,,160g+140g共计300g,,,,,,,,,,
6910019029722,伢牙乐儿童牙膏水润蜜桃冻140g,牙膏,日用洗护类,,伢牙乐,,牙膏,,,,,,水润蜜桃冻,,,,,,,,,,,,140g,,,,,,,,儿童,,
6902132010404,冷酸灵贝乐乐科研防儿童牙膏草莓味60g,牙膏,日用洗护类,,冷酸灵,贝乐乐,牙膏,,,,,,草莓味,科研,,防儿童,,,,,,,,,60g,,,,,,,,儿童,,
